"JAM","FREQ","JOL"
53.8421052631579,76.55,62.1176470588235
71,75.15,58.6875
71.5769230769231,74.55,67.46875
59.6153846153846,64.1,42.1875
68.3846153846154,92,79.75
50.1052631578947,64.55,45.8125
50,58.9,51.4375
43.6153846153846,77.2,60.4375
73.8461538461538,78.1,68.9375
63.6923076923077,80.1,56.5625
57.3888888888889,69.65,51.8125
66.03125,70.35,68.1875
63.4736842105263,71.5,64
74.34375,75.025,76.09375
62.1578947368421,74.2,65.25
47.6923076923077,68.45,60.375
71.6153846153846,85.25,65.625
88.1538461538462,91.95,76.3125
76.6666666666667,79.25,80.5
62.7368421052632,70,73.7058823529412
48.9473684210526,66.8,58.3125
72,84.45,76
42.6923076923077,79.85,43.9375
60.5263157894737,77.1,49.1764705882353
63.2631578947368,79.1,77.3125
62.3157894736842,82.95,78.9333333333333
72.0526315789474,67.6315789473684,77.7647058823529
65.3157894736842,77.75,70.2941176470588
61.3846153846154,77.75,64.3125
60.6153846153846,73.1,57.875
48.2307692307692,56.4,32.0625
49.7692307692308,67.55,61.5625
67.2307692307692,84.6,75
58.8421052631579,84.75,61.9411764705882
64.6842105263158,71.75,63.1176470588235
75.2105263157895,79.5,88.375
89,83.95,87
51.6842105263158,74.75,63.5882352941176
70.6842105263158,75.5,74
72.7894736842105,62,68.2941176470588
67.4210526315789,75.45,70.625
42.3888888888889,52.4736842105263,43.875
55.4615384615385,89.05,73.375
67.3846153846154,83.45,62.6875
50.9473684210526,55.2,49.2352941176471
53.8947368421053,70.8,59.4117647058824
40.4615384615385,63.35,41.625
74.2631578947368,90.7,75.7647058823529
59.9230769230769,91.15,56.75
78.3684210526316,88.55,79
77,83.05,84.125
66.7894736842105,72.1,79.375
57,71.5,46.75
53.7894736842105,70.65,74.2941176470588
79.7692307692308,82.1,78.625
72.4615384615385,83.65,59.875
79.8947368421053,79.3,83.375
68.9230769230769,88.4,81.625
65.7222222222222,76.5263157894737,61.125
67.5789473684211,82.7,70.3529411764706
82.3157894736842,80.7,78.2941176470588
74.28125,82.3,69.8125
59.1052631578947,64.05,63.1875
74.1538461538462,88.75,68.9375
81.5384615384615,84.35,69.875
43.6153846153846,76.85,42.3125
73.75,96.7,72.875
74.3684210526316,74.85,57.4117647058824
52.8421052631579,71.3,67.4705882352941
53.3076923076923,73.7368421052632,51.9375
62.3157894736842,79.1,59.6875
40.3846153846154,71.95,65.375
68.8461538461538,88.45,62.0625
69.6842105263158,78.15,76.9411764705882
70.8947368421053,77.1,73.5294117647059
37.2307692307692,61.65,61.25
64.4736842105263,73.8,79.25
75.6923076923077,92.3,72.375
82.4736842105263,79.3846153846154,80.25
61.0384615384615,76.7,71.5625
70.9473684210526,72.2,69.21875
44.8461538461538,61.6315789473684,54.625
79.4736842105263,86.35,79.1875
70.3333333333333,88.85,80.8125
58.5384615384615,77.4736842105263,42
40.1538461538462,73.55,43.375
54.9473684210526,78.5,52.3125
70.1578947368421,87.4,79.25
63.5384615384615,69.95,52.6875
58.4736842105263,70.8,54.8125
55.1578947368421,74.45,54.6470588235294
77.8461538461538,84.5,76.9375
69.3888888888889,87.4736842105263,82.6875
76.9230769230769,83.45,67.3125
51.8461538461538,72.15,56.3125
60.1052631578947,81.35,82.4375
58,76.85,63.75
60.3076923076923,90.45,64
51.3846153846154,56.1,49.4375
61.4210526315789,83.4,67.8823529411765
82,88.85,74.3125
40.8421052631579,62.2,62.5
77.7368421052632,89,80.7058823529412
68.4210526315789,84.45,73.3125
59.8333333333333,77.35,65.25
66.4615384615385,79.6,55.6875
76.7567567567568,78.525,78.3939393939394
66.28125,67.425,61.6060606060606
53.9230769230769,68.85,63.1875
60.7368421052632,76.2,63.3125
57.1538461538462,71.2,60.375
64.3846153846154,89,56.75
69.5384615384615,84.35,56.1875
56.5,82.8,68.125
70.1052631578947,76.4,83.4375
53,67.1,59
64.6111111111111,65.2,52.9411764705882
69.4615384615385,85.95,64.4375
83.6153846153846,89.7894736842105,66.1875
62.2105263157895,85.3,72.2
72.6153846153846,85.75,60.5625
46.9230769230769,53.8,35.9375
55.7368421052632,51.75,59.3125
67,80,64.9375
62.4615384615385,83.85,62.5
88.6153846153846,86.75,75.5
80.9166666666667,88.25,64.3125
77.5263157894737,89.55,79.7058823529412
71.8421052631579,67.6842105263158,85.75
80.4615384615385,89.65,72.6875
74.2631578947368,81.5,80.6470588235294
56.6842105263158,58.4,56.0625
78.3846153846154,88.1,68.9375
58,75.75,64.5
73.7692307692308,81.2,56
53.1538461538462,73.9,56.25
63.3076923076923,78.9,57.375
69.4375,82.45,76.71875
84.8461538461538,92.6,71.625
28.1052631578947,49.35,47.1176470588235
72.9230769230769,82.55,78.4375
57.8461538461538,79.85,55.375
59.3846153846154,83.35,63.625
51.3157894736842,55.15,68.6470588235294
55.0769230769231,78.25,52.8125
63.2105263157895,76.65,68.5882352941177
73.1578947368421,82.75,72
